Datetime,Z_m+,DO
2019-04-21,14.5,14.923239415416669
2019-04-21,15.0,14.91791495041667
2019-04-21,15.5,14.910815663750002
2019-04-21,16.0,14.903716377083336
2019-04-21,16.5,14.89262374166667
2019-04-21,17.0,14.872213292500001
2019-04-22,1.0,14.80210783666667
2019-04-22,1.5,14.799001898750001
2019-04-22,2.0,14.79412113916667
2019-04-22,2.5,14.789240379583335
2019-04-22,3.0,14.783915914583334
2019-04-22,3.5,14.776372922500004
2019-04-22,4.0,14.772379573750001
2019-04-22,4.5,14.769717341250002
2019-04-22,5.0,14.76217434916667
2019-04-22,5.5,14.755962473333335
2019-04-22,6.0,14.752412830000003
2019-04-22,6.5,14.747088365000002
2019-04-22,7.0,14.740432783750002
2019-04-22,7.5,14.734664613333337
2019-04-22,8.0,14.72623421041667
2019-04-22,8.5,14.721797156250002
2019-04-22,9.0,14.71824751291667
2019-04-22,9.5,14.713810458750002
2019-04-22,10.0,14.708929699166667
2019-04-22,10.5,14.709373404583333
2019-04-22,11.0,14.705823761250002
2019-04-22,11.5,14.69783706375
2019-04-22,12.0,14.695174831250002
2019-04-22,12.5,14.690294071666669
2019-04-22,13.0,14.68763183916667
2019-04-22,13.5,14.685857017500002
2019-04-22,14.0,14.682307374166669
2019-04-22,14.5,14.683638490416667
2019-04-22,15.0,14.681863668750003
2019-04-22,15.5,14.679201436250002
2019-04-22,16.0,14.676539203750004
2019-04-22,16.5,14.672102149583335
2019-04-22,17.0,14.665446568333335
2019-04-23,1.0,14.660565808750002
2019-04-23,1.5,14.658347281666668
2019-04-23,2.0,14.654353932916669
2019-04-23,2.5,14.650360584166668
2019-04-23,3.0,14.644148708333336
2019-04-23,3.5,14.639267948750001
2019-04-23,4.0,14.63039384041667
2019-04-23,4.5,14.625513080833334
2019-04-23,5.0,14.618857499583337
2019-04-23,5.5,14.612645623750003
2019-04-23,6.0,14.606433747916668
2019-04-23,6.5,14.600665577500001
2019-04-23,7.0,14.588685531250002
2019-04-23,7.5,14.585579593333335
2019-04-23,8.0,14.57981142291667
2019-04-23,8.5,14.572268430833335
2019-04-23,9.0,14.564725438750001
2019-04-23,9.5,14.558513562916668
2019-04-23,10.0,14.554076508750002
2019-04-23,10.5,14.550970570833337
2019-04-23,11.0,14.550526865416668
2019-04-23,11.5,14.548752043750003
2019-04-23,12.0,14.542983873333338
2019-04-23,12.5,14.538103113750003
2019-04-23,13.0,14.537215702916669
2019-04-23,13.5,14.534553470416666
2019-04-23,14.0,14.533222354166668
2019-04-23,14.5,14.533222354166668
2019-04-23,15.0,14.529672710833337
2019-04-23,15.5,14.527010478333336
2019-04-23,16.0,14.521242307916669
2019-04-23,16.5,14.51059337791667
2019-04-23,17.0,14.490626634166668
2019-04-24,1.0,14.553189097916668
2019-04-24,1.5,14.547864632916667
2019-04-24,2.0,14.542540167916668
2019-04-24,2.5,14.54387128416667
2019-04-24,3.0,14.540321640833335
2019-04-24,3.5,14.534997175833336
2019-04-24,4.0,14.53189123791667
2019-04-24,4.5,14.524348245833336
2019-04-24,5.0,14.520354897083335
2019-04-24,5.5,14.514143021250002
2019-04-24,6.0,14.506156323750002
2019-04-24,6.5,14.499500742500002
2019-04-24,7.0,14.492401455833335
2019-04-24,7.5,14.483971052916667
2019-04-24,8.0,14.476871766250003
2019-04-24,8.5,14.471991006666668
2019-04-24,9.0,14.46489172
2019-04-24,9.5,14.460898371250003
2019-04-24,10.0,14.455130200833336
2019-04-24,10.5,14.443150154583334
2019-04-24,11.0,14.447143503333335
2019-04-24,11.5,14.44403756541667
2019-04-24,12.0,14.436938278750002
2019-04-24,12.5,14.431613813750001
2019-04-24,13.0,14.42407082166667
2019-04-24,13.5,14.412090775416669
2019-04-24,14.0,14.397004791250001
2019-04-24,14.5,14.367720233750001
2019-04-24,15.0,14.3397667925
2019-04-24,15.5,14.303382948333336
2019-04-24,16.0,14.264336871666668
2019-04-24,16.5,14.227065616666671
2019-04-24,17.0,14.194675121250002
2019-04-25,1.0,14.457792433333335
2019-04-25,1.5,14.452911673750002
2019-04-25,2.0,14.447587208750003
2019-04-25,2.5,14.443150154583334
2019-04-25,3.0,14.440487922083333
2019-04-25,3.5,14.432944930000001
2019-04-25,4.0,14.427176759583336
2019-04-25,4.5,14.424514527083335
2019-04-25,5.0,14.41830265125
2019-04-25,5.5,14.412534480833335
2019-04-25,6.0,14.408097426666668
2019-04-25,6.5,14.400110729166668
2019-04-25,7.0,14.396117380416669
2019-04-25,7.5,14.394342558750003
2019-04-25,8.0,14.389905504583334
2019-04-25,8.5,14.382362512500002
2019-04-25,9.0,14.38369362875
2019-04-25,9.5,14.381031396250002
2019-04-25,10.0,14.366389117500002
2019-04-25,10.5,14.35840242
2019-04-25,11.0,14.363726885000002
2019-04-25,11.5,14.351746838750003
2019-04-25,12.0,14.347753490000002
2019-04-25,12.5,14.3344423275
2019-04-25,13.0,14.31625040541667
2019-04-25,13.5,14.302051832083336
2019-04-25,14.0,14.26566798791667
2019-04-25,14.5,14.224847089583335
2019-04-25,15.0,14.179589137083335
2019-04-25,15.5,14.149860874166668
2019-04-25,16.0,14.126344487083333
2019-04-25,16.5,14.10149698375
2019-04-25,17.0,14.059788674583334
2019-04-26,1.0,14.35219054416667
2019-04-26,1.5,14.345534962916668
2019-04-26,2.0,14.342429025000001
2019-04-26,2.5,14.339323087083335
2019-04-26,3.0,14.337104560000002
2019-04-26,3.5,14.333111211250001
2019-04-26,4.0,14.325568219166668
2019-04-26,4.5,14.322018575833336
2019-04-26,5.0,14.315806700000003
2019-04-26,5.5,14.306932591666667
2019-04-26,6.0,14.29894589416667
2019-04-26,6.5,14.294508840000002
2019-04-26,7.0,14.28385991
2019-04-26,7.5,14.274542096250002
2019-04-26,8.0,14.270105042083335
2019-04-26,8.5,14.261230933750003
2019-04-26,9.0,14.242151600833335
2019-04-26,9.5,14.234164903333335
2019-04-26,10.0,14.224403384166669
2019-04-26,10.5,14.2013307025
2019-04-26,11.0,14.193344005
2019-04-26,11.5,14.17248985041667
2019-04-26,12.0,14.151191990416667
2019-04-26,12.5,14.124569665416669
2019-04-26,13.0,14.087742115833334
2019-04-26,13.5,14.042040457916668
2019-04-26,14.0,13.985246164583334
2019-04-26,14.5,13.93954450666667
2019-04-26,15.0,13.879644275416668
2019-04-26,15.5,13.820631455000003
2019-04-26,16.0,13.752300820833334
2019-04-26,16.5,13.697725054583335
2019-04-26,17.0,13.661784915833337
2019-04-27,1.0,14.238601957500002
2019-04-27,1.5,14.235496019583337
2019-04-27,2.0,14.236827135833336
2019-04-27,2.5,14.232390081666669
2019-04-27,3.0,14.232390081666669
2019-04-27,3.5,14.230615260000002
2019-04-27,4.0,14.223959678750001
2019-04-27,4.5,14.217304097500001
2019-04-27,5.0,14.205767756666669
2019-04-27,5.5,14.2013307025
2019-04-27,6.0,14.194231415833336
2019-04-27,6.5,14.188906950833335
2019-04-27,7.0,14.174264672083336
2019-04-27,7.5,14.16450315291667
2019-04-27,8.0,14.154741633750003
2019-04-27,8.5,14.143648998333337
2019-04-27,9.0,14.131668952083334
2019-04-27,9.5,14.120132611250002
2019-04-27,10.0,14.101053278333334
2019-04-27,10.5,14.082417650833333
2019-04-27,11.0,14.065556845000001
2019-04-27,11.5,14.043815279583336
2019-04-27,12.0,14.014974427500002
2019-04-27,12.5,13.98879580791667
2019-04-27,13.0,13.953299374583336
2019-04-27,13.5,13.915140708750002
2019-04-27,14.0,13.861896058750002
2019-04-27,14.5,13.80643288166667
2019-04-27,15.0,13.779810556666668
2019-04-27,15.5,13.752300820833334
2019-04-27,16.0,13.722572557916669
2019-04-27,16.5,13.692844295000002
2019-04-27,17.0,13.66400344291667
2019-04-28,1.0,14.107708859583337
2019-04-28,1.5,14.105046627083336
2019-04-28,2.0,14.099722162083335
2019-04-28,2.5,14.090404348333335
2019-04-28,3.0,14.088629526666669
2019-04-28,3.5,14.08330506166667
2019-04-28,4.0,14.077536891250004
2019-04-28,4.5,14.071768720833337
2019-04-28,5.0,14.063782023333337
2019-04-28,5.5,14.056682736666668
2019-04-28,6.0,14.05091456625
2019-04-28,6.5,14.04736492291667
2019-04-28,7.0,14.043815279583333
2019-04-28,7.5,14.037159698333335
2019-04-28,8.0,14.030947822500002
2019-04-28,8.5,14.02739817916667
2019-04-28,9.0,14.022961125000002
2019-04-28,9.5,14.02074259791667
2019-04-28,10.0,14.006100319166668
2019-04-28,10.5,13.9936765675
2019-04-28,11.0,13.980365405000002
2019-04-28,11.5,13.963504599166669
2019-04-28,12.0,13.945312677083336
2019-04-28,12.5,13.911591065416669
2019-04-28,13.0,13.884525035000001
2019-04-28,13.5,13.848584896250001
2019-04-28,14.0,13.798002478750002
2019-04-28,14.5,13.761618634583337
2019-04-28,15.0,13.713698449583335
2019-04-28,15.5,13.683526481250002
2019-04-28,16.0,13.653798218333336
2019-04-28,16.5,13.616970668750003
2019-04-28,17.0,13.571712716250001
2019-04-29,1.0,13.999888443333335
2019-04-29,1.5,14.006100319166668
2019-04-29,2.0,13.996338800000002
2019-04-29,2.5,14.002106970416671
2019-04-29,3.0,14.001663265000001
2019-04-29,3.5,14.006544024583334
2019-04-29,4.0,14.007875140833336
2019-04-29,4.5,14.000332148750001
2019-04-29,5.0,14.001219559583335
2019-04-29,5.5,13.998113621666668
2019-04-29,6.0,13.997226210833336
2019-04-29,6.5,13.998113621666668
2019-04-29,7.0,13.972822412916669
2019-04-29,7.5,13.944425266250004
2019-04-29,8.0,13.93288892541667
2019-04-29,8.5,13.915140708750002
2019-04-29,9.0,13.894730259583337
2019-04-29,9.5,13.871213872500002
2019-04-29,10.0,13.852134539583334
2019-04-29,10.5,13.83837967166667
2019-04-29,11.0,13.823737392916668
2019-04-29,11.5,13.797558773333336
2019-04-29,12.0,13.765611983333335
2019-04-29,12.5,13.740764480000001
2019-04-29,13.0,13.712811038750003
2019-04-29,13.5,13.669327907916667
2019-04-29,14.0,13.629394420416668
2019-04-29,14.5,13.604546917083336
2019-04-29,15.0,13.587686111250003
2019-04-29,15.5,13.559288964583335
2019-04-29,16.0,13.536216282916671
2019-04-29,16.5,13.49495167916667
2019-04-29,17.0,13.414197293333334
2019-04-30,1.0,13.859085924444445
2019-04-30,1.5,13.84666217277778
2019-04-30,2.0,13.84666217277778
2019-04-30,2.5,13.856127888333337
2019-04-30,3.0,13.86855164
2019-04-30,3.5,13.875650926666669
2019-04-30,4.0,13.879200570000002
2019-04-30,4.5,13.88689146388889
2019-04-30,5.0,13.91588021777778
2019-04-30,5.5,13.91351378888889
2019-04-30,6.0,13.93717807777778
2019-04-30,6.5,13.934811648888891
2019-04-30,7.0,13.947827007777779
2019-04-30,7.5,13.94546057888889
2019-04-30,8.0,13.94250254277778
2019-04-30,8.5,13.941319328333336
2019-04-30,9.0,13.923571111666668
2019-04-30,9.5,13.927120755000002
2019-04-30,10.0,13.92652914777778
2019-04-30,10.5,13.923571111666668
2019-04-30,11.0,13.918838253888891
2019-04-30,11.5,13.911147360000001
2019-04-30,12.0,13.909964145555557
2019-04-30,12.5,13.88689146388889
2019-04-30,13.0,13.871509676111112
2019-04-30,13.5,13.846070565555557
2019-04-30,14.0,13.801700023888891
2019-04-30,14.5,13.751413410000001
2019-04-30,15.0,13.70763447555556
2019-04-30,15.5,13.658531076111112
2019-04-30,16.0,13.591679460000003
2019-04-30,16.5,13.54849213277778
2019-04-30,17.0,13.447918905000003
2019-05-01,1.0,13.68130795416667
2019-05-01,1.5,13.6768709
2019-05-01,2.0,13.671990140416668
2019-05-01,2.5,13.665778264583334
2019-05-01,3.0,13.665778264583334
2019-05-01,3.5,13.663559737500002
2019-05-01,4.0,13.66267232666667
2019-05-01,4.5,13.662228621250003
2019-05-01,5.0,13.664447148333336
2019-05-01,5.5,13.663559737500002
2019-05-01,6.0,13.680864248750003
2019-05-01,6.5,13.698612465416668
2019-05-01,7.0,13.723459968750001
2019-05-01,7.5,13.736771131250004
2019-05-01,8.0,13.746088945000002
2019-05-01,8.5,13.760287518333334
2019-05-01,9.0,13.763393456250002
2019-05-01,9.5,13.771380153750002
2019-05-01,10.0,13.741208185416667
2019-05-01,10.5,13.723459968750001
2019-05-01,11.0,13.706155457500003
2019-05-01,11.5,13.682195365000002
2019-05-01,12.0,13.641818172083335
2019-05-01,12.5,13.609871382083334
2019-05-01,13.0,13.559288964583335
2019-05-01,13.5,13.519355477083334
2019-05-01,14.0,13.471878997500001
2019-05-01,14.5,13.387574968333336
2019-05-01,15.0,13.299277590416668
2019-05-01,15.5,13.219854320833333
2019-05-01,16.0,13.144868105416666
2019-05-01,16.5,13.068107068333335
2019-05-01,17.0,12.969160760416669
2019-05-02,1.0,13.447475199583335
2019-05-02,1.5,13.443038145416669
2019-05-02,2.0,13.438157385833335
2019-05-02,2.5,13.435051447916669
2019-05-02,3.0,13.42972698291667
2019-05-02,3.5,13.42307140166667
2019-05-02,4.0,13.419521758333333
2019-05-02,4.5,13.416415820416669
2019-05-02,5.0,13.410647650000001
2019-05-02,5.5,13.403104657916666
2019-05-02,6.0,13.4026609525
2019-05-02,6.5,13.4026609525
2019-05-02,7.0,13.410203944583335
2019-05-02,7.5,13.419965463750003
2019-05-02,8.0,13.431945510000002
2019-05-02,8.5,13.447031494166668
2019-05-02,9.0,13.460342656666668
2019-05-02,9.5,13.490070919583335
2019-05-02,10.0,13.519799182500003
2019-05-02,10.5,13.517136950000003
2019-05-02,11.0,13.515362128333335
2019-05-02,11.5,13.49450797375
2019-05-02,12.0,13.46699823791667
2019-05-02,12.5,13.414640998750002
2019-05-02,13.0,13.392012022500001
2019-05-02,13.5,13.332999202083334
2019-05-02,14.0,13.265999684166669
2019-05-02,14.5,13.163060027500002
2019-05-02,15.0,13.0672196575
2019-05-02,15.5,12.98602156625
2019-05-02,16.0,12.903936064166666
2019-05-02,16.5,12.784579307083334
2019-05-02,17.0,12.683414472083335
2019-05-03,1.0,13.005988310000001
2019-05-03,1.5,13.002438666666668
2019-05-03,2.0,12.997557907083335
2019-05-03,2.5,12.99578308541667
2019-05-03,3.0,12.991789736666668
2019-05-03,3.5,12.986908977083333
2019-05-03,4.0,12.985134155416668
2019-05-03,4.5,12.982915628333336
2019-05-03,5.0,12.978922279583337
2019-05-03,5.5,12.98779638791667
2019-05-03,6.0,13.000220139583334
2019-05-03,6.5,13.009537953333336
2019-05-03,7.0,13.01574982916667
2019-05-03,7.5,13.025511348333334
2019-05-03,8.0,13.037935100000004
2019-05-03,8.5,13.049471440833335
2019-05-03,9.0,13.056570727500002
2019-05-03,9.5,13.064113719583336
2019-05-03,10.0,13.063226308750004
2019-05-03,10.5,13.065888541250002
2019-05-03,11.0,13.070769300833337
2019-05-03,11.5,13.070325595416667
2019-05-03,12.0,13.070769300833337
2019-05-03,12.5,13.076093765833336
2019-05-03,13.0,13.067663362916669
2019-05-03,13.5,13.069881890000001
2019-05-03,14.0,13.076537471250003
2019-05-03,14.5,13.069438184583333
2019-05-03,15.0,13.055239611250002
2019-05-03,15.5,13.018412061666668
2019-05-03,16.0,12.986465271666667
2019-05-03,16.5,12.943425846250001
2019-05-03,17.0,12.900830126250002
2019-05-04,1.0,12.934995443333335
2019-05-04,1.5,12.928339862083334
2019-05-04,2.0,12.919022048333336
2019-05-04,2.5,12.916803521250001
2019-05-04,3.0,12.907485707500003
2019-05-04,3.5,12.897280482916669
2019-05-04,4.0,12.891068607083335
2019-05-04,4.5,12.886631552916667
2019-05-04,5.0,12.881750793333335
2019-05-04,5.5,12.872876685000001
2019-05-04,6.0,12.873320390416668
2019-05-04,6.5,12.868439630833336
2019-05-04,7.0,12.864446282083335
2019-05-04,7.5,12.858678111666668
2019-05-04,8.0,12.856903290000004
2019-05-04,8.5,12.85468476291667
2019-05-04,9.0,12.847585476250002
2019-05-04,9.5,12.851135119583335
2019-05-04,10.0,12.86400257666667
2019-05-04,10.5,12.884856731250002
2019-05-04,11.0,12.895061955833334
2019-05-04,11.5,12.899055304583335
2019-05-04,12.0,12.875982622916668
2019-05-04,12.5,12.834718019166669
2019-05-04,13.0,12.79345341541667
2019-05-04,13.5,12.790791182916669
2019-05-04,14.0,12.792122299166667
2019-05-04,14.5,12.761950330833335
2019-05-04,15.0,12.718023494583335
2019-05-04,15.5,12.668772193333336
2019-05-04,16.0,12.601772675416669
2019-05-04,16.5,12.535660568333336
2019-05-04,17.0,12.475760337083335
2019-05-05,1.0,12.921684280833336
2019-05-05,1.5,12.9181346375
2019-05-05,2.0,12.915472405000003
2019-05-05,2.5,12.91325387791667
2019-05-05,3.0,12.908816823750001
2019-05-05,3.5,12.90349235875
2019-05-05,4.0,12.900830126250002
2019-05-05,4.5,12.89550566125
2019-05-05,5.0,12.888850080000003
2019-05-05,5.5,12.8861878475
2019-05-05,6.0,12.881750793333337
2019-05-05,6.5,12.878644855416667
2019-05-05,7.0,12.873764095833335
2019-05-05,7.5,12.868439630833336
2019-05-05,8.0,12.86400257666667
2019-05-05,8.5,12.858678111666668
2019-05-05,9.0,12.855572173750003
2019-05-05,9.5,12.84936029791667
2019-05-05,10.0,12.845366949166667
2019-05-05,10.5,12.839155073333336
2019-05-05,11.0,12.829837259583336
2019-05-05,11.5,12.82894984875
2019-05-05,12.0,12.819632035000001
2019-05-05,12.5,12.80365864
2019-05-05,13.0,12.792566004583334
2019-05-05,13.5,12.78014225291667
2019-05-05,14.0,12.769493322916668
2019-05-05,14.5,12.751301400833334
2019-05-05,15.0,12.727785013750001
2019-05-05,15.5,12.694950812916668
2019-05-05,16.0,12.639043930416669
2019-05-05,16.5,12.58579928041667
2019-05-05,17.0,12.485521856250003
2019-05-06,1.0,12.777036315000002
2019-05-06,1.5,12.773486671666667
2019-05-06,2.0,12.772599260833335
2019-05-06,2.5,12.765056268750001
2019-05-06,3.0,12.763725152500003
2019-05-06,3.5,12.760619214583334
2019-05-06,4.0,12.753963633333333
2019-05-06,4.5,12.751301400833336
2019-05-06,5.0,12.745089525000001
2019-05-06,5.5,12.73754653291667
2019-05-06,6.0,12.735328005833335
2019-05-06,6.5,12.73089095166667
2019-05-06,7.0,12.72157313791667
2019-05-06,7.5,12.71713608375
2019-05-06,8.0,12.715804967500002
2019-05-06,8.5,12.707818270000002
2019-05-06,9.0,12.702937510416668
2019-05-06,9.5,12.698056750833334
2019-05-06,10.0,12.691844875000001
2019-05-06,10.5,12.686964115416668
2019-05-06,11.0,12.680752239583336
2019-05-06,11.5,12.670990720416667
2019-05-06,12.0,12.660341790416668
2019-05-06,12.5,12.64836174416667
2019-05-06,13.0,12.642149868333336
2019-05-06,13.5,12.63238834916667
2019-05-06,14.0,12.618633481250003
2019-05-06,14.5,12.596004505000003
2019-05-06,15.0,12.574706645000003
2019-05-06,15.5,12.547640614583337
2019-05-06,16.0,12.5347731575
2019-05-06,16.5,12.520574584166667
2019-05-06,17.0,12.489071499583336
2019-05-07,1.0,12.592011156250003
2019-05-07,1.5,12.586242985833335
2019-05-07,2.0,12.584911869583337
2019-05-07,2.5,12.58047481541667
2019-05-07,3.0,12.576925172083335
2019-05-07,3.5,12.573819234166669
2019-05-07,4.0,12.567163652916669
2019-05-07,4.5,12.561395482500002
2019-05-07,5.0,12.558289544583335
2019-05-07,5.5,12.553408785
2019-05-07,6.0,12.54719690916667
2019-05-07,6.5,12.544978382083334
2019-05-07,7.0,12.535660568333336
2019-05-07,7.5,12.532998335833335
2019-05-07,8.0,12.528561281666667
2019-05-07,8.5,12.521461995000003
2019-05-07,9.0,12.514806413750001
2019-05-07,9.5,12.513475297500003
2019-05-07,10.0,12.506376010833335
2019-05-07,10.5,12.50149525125
2019-05-07,11.0,12.498389313333336
2019-05-07,11.5,12.491733732083336
2019-05-07,12.0,12.489071499583336
2019-05-07,12.5,12.485965561666669
2019-05-07,13.0,12.477091453333335
2019-05-07,13.5,12.475316631666669
2019-05-07,14.0,12.467329934166669
2019-05-07,14.5,12.461561763750002
2019-05-07,15.0,12.459343236666669
2019-05-07,15.5,12.454462477083334
2019-05-07,16.0,12.449581717500003
2019-05-07,16.5,12.443813547083336
2019-05-07,17.0,12.427396446666668
2019-05-08,1.0,12.394118540416668
2019-05-08,1.5,12.39012519166667
2019-05-08,2.0,12.387019253750001
2019-05-08,2.5,12.382138494166668
2019-05-08,3.0,12.377701440000003
2019-05-08,3.5,12.372376975000003
2019-05-08,4.0,12.368383626250003
2019-05-08,4.5,12.362171750416667
2019-05-08,5.0,12.358178401666668
2019-05-08,5.5,12.35551616916667
2019-05-08,6.0,12.347973177083336
2019-05-08,6.5,12.343092417500001
2019-05-08,7.0,12.339986479583336
2019-05-08,7.5,12.330668665833336
2019-05-08,8.0,12.326675317083334
2019-05-08,8.5,12.323569379166669
2019-05-08,9.0,12.316470092500001
2019-05-08,9.5,12.311589332916668
2019-05-08,10.0,12.308039689583337
2019-05-08,10.5,12.30449004625
2019-05-08,11.0,12.29960928666667
2019-05-08,11.5,12.29960928666667
2019-05-08,12.0,12.29162258916667
2019-05-08,12.5,12.288960356666669
2019-05-08,13.0,12.285854418750002
2019-05-08,13.5,12.27964254291667
2019-05-08,14.0,12.276092899583334
2019-05-08,14.5,12.269881023750001
2019-05-08,15.0,12.264112853333337
2019-05-08,15.5,12.256569861250002
2019-05-08,16.0,12.250801690833335
2019-05-08,16.5,12.241483877083336
2019-05-08,17.0,12.23039124166667
2019-05-09,1.0,12.291178883750003
2019-05-09,1.5,12.288072945833337
2019-05-09,2.0,12.28363589166667
2019-05-09,2.5,12.280529953750003
2019-05-09,3.0,12.274761783333336
2019-05-09,3.5,12.270768434583335
2019-05-09,4.0,12.266775085833336
2019-05-09,4.5,12.262338031666667
2019-05-09,5.0,12.25834468291667
2019-05-09,5.5,12.255238745000003
2019-05-09,6.0,12.25124539625
